temp_extruder,temp_bed,max_x,max_y,max_z,max_speed,max_extrusion,fan_speed,num_commands,out_of_bounds_moves,label
210.0,60.0,179.455,235.0,52.11,9000.0,4162.57571,255.0,1481920,1,0
210.0,55.0,137.958,220.0,13.6,9000.0,4161.42358,255.0,170912,0,0
220.0,60.0,184.169,235.0,27.4,9000.0,4163.00836,255.0,529085,1,0
220.0,60.0,190.129,235.0,27.4,9000.0,4162.99889,255.0,380381,1,0
205.0,50.0,214.273,235.0,79.1,12000.0,4157.5622,255.0,452793,1,0
210.0,55.0,230.02,235.0,26.6,9000.0,4163.81179,255.0,365879,176,0
210.0,60.0,174.211,220.0,33.0,9000.0,4158.34502,255.0,538461,0,0
210.0,60.0,211.019,235.0,92.8,9000.0,4164.01055,255.0,407508,1,0
210.0,60.0,207.5,235.0,169.4,9000.0,4166.23907,255.0,289903,1,0
210.0,60.0,233.409,235.0,92.6,9000.0,4168.77018,255.0,1251558,482,0
210.0,60.0,144.56,235.0,39.89,9000.0,4157.95323,255.0,276089,1,0
210.0,60.0,139.388,235.0,10.674,9000.0,879.51071,255.0,20112,1,0
210.0,60.0,143.855,235.0,38.89,9000.0,4157.58552,255.0,183817,1,0
205.0,55.0,134.319,220.0,26.76,9000.0,839.77964,255.0,45054,0,0
205.0,55.0,130.613,220.0,39.4,9000.0,1015.68421,255.0,59676,0,0
200.0,60.0,144.676,220.0,27.88,9000.0,4104.26648,255.0,136581,0,0
205.0,55.0,133.1,220.0,55.4,9000.0,1474.73234,255.0,68343,0,0
210.0,60.0,143.8,235.0,53.0,9000.0,4163.27594,255.0,65866,1,0
210.0,60.0,151.798,235.0,101.6,9000.0,4157.52889,255.0,299894,1,0
210.0,60.0,222.407,235.0,50.8,9000.0,4163.65327,255.0,122583,86,0
210.0,60.0,217.531,235.0,10.0,9000.0,4165.00216,255.0,65785,1,0
210.0,60.0,144.186,235.0,10.0,9000.0,1880.54138,255.0,49257,1,0
215.0,60.0,157.147,235.0,112.8,9000.0,4162.57097,255.0,690624,1,0
210.0,55.0,214.227,235.0,24.72,9000.0,4162.77104,255.0,191370,33,0
210.0,60.0,194.381,235.0,22.2,9000.0,4157.87834,255.0,75629,1,0
210.0,60.0,172.879,235.0,31.0,9000.0,4157.64668,255.0,110804,1,0
210.0,60.0,208.985,235.0,105.0,9000.0,4163.02859,255.0,504801,1,0
200.0,55.0,187.7,220.0,30.92,9000.0,4157.88129,255.0,644540,0,0
210.0,60.0,146.073,235.0,43.8,9000.0,4153.16565,255.0,121234,1,0
200.0,50.0,209.026,235.0,10.0,9000.0,4158.05504,255.0,65589,1,0
210.0,55.0,202.599,235.0,20.0,9000.0,4162.90525,255.0,190250,1,0
210.0,60.0,144.728,235.0,42.89,9000.0,4157.7092,255.0,253040,1,0
210.0,50.0,159.98,235.0,68.6,9000.0,4153.6615,255.0,192180,1,0
215.0,60.0,149.488,235.0,12.8,9000.0,847.67701,255.0,19384,1,0
200.0,50.0,230.082,235.0,27.0,9000.0,4162.82861,255.0,203378,175,0
200.0,50.0,160.8,235.0,60.0,9000.0,4160.88023,255.0,414957,1,0
200.0,50.0,183.996,235.0,105.0,9000.0,4163.42792,255.0,1026531,1,0
200.0,50.0,174.633,235.0,69.48,9000.0,4157.57475,255.0,212635,1,0
200.0,50.0,173.577,235.0,83.2,9000.0,4162.52281,255.0,630929,1,0
200.0,50.0,174.446,235.0,83.2,9000.0,4164.66597,255.0,732458,1,0
200.0,60.0,181.284,220.0,76.0,9000.0,4158.17857,255.0,463477,0,0
200.0,50.0,169.567,235.0,20.0,9000.0,4157.57118,255.0,264354,1,0
200.0,50.0,183.499,235.0,75.0,9000.0,4157.92403,255.0,358234,1,0
200.0,50.0,183.5,235.0,110.0,9000.0,4158.50336,255.0,241080,42,0
200.0,50.0,188.456,235.0,108.28,9000.0,4163.98332,255.0,196714,1,0
200.0,50.0,188.456,235.0,108.4,9000.0,4159.19447,255.0,194806,1,0
200.0,50.0,150.931,235.0,13.92,9000.0,2724.55709,255.0,203779,1,0
200.0,50.0,149.421,235.0,14.76,9000.0,3291.20726,255.0,200658,1,0
200.0,50.0,155.248,235.0,14.8,9000.0,3084.87997,255.0,117551,1,0
200.0,50.0,164.0,235.0,50.04,9000.0,4162.58881,255.0,287331,1,0
200.0,60.0,212.375,220.0,15.0,9000.0,4159.15484,255.0,330529,0,0
200.0,50.0,143.212,235.0,15.4,9000.0,4152.54935,255.0,51482,1,0
200.0,50.0,221.748,235.0,59.92,9000.0,4162.17105,255.0,188888,43,0
200.0,50.0,223.255,235.0,60.0,9000.0,4162.31827,255.0,201515,60,0
210.0,60.0,230.877,235.0,127.0,9000.0,4163.13997,255.0,246840,325,0
200.0,50.0,198.29,235.0,70.0,9000.0,4162.53435,255.0,586422,1,0
200.0,50.0,233.499,235.0,76.2,9000.0,4163.85093,255.0,576243,1536,0
200.0,50.0,200.25,235.0,30.0,9000.0,4163.33836,255.0,140122,1,0
200.0,50.0,166.65,235.0,22.6,9000.0,4157.53005,255.0,87778,1,0
200.0,50.0,190.639,235.0,74.4,9000.0,4162.52721,255.0,698938,1,0
200.0,50.0,212.24,235.0,59.96,9000.0,4162.15706,255.0,165225,32,0
200.0,50.0,190.979,235.0,12.24,9000.0,4157.52118,255.0,299669,1,0
200.0,50.0,186.23,235.0,63.4,9000.0,4163.13466,255.0,418702,1,0
200.0,50.0,186.23,235.0,63.4,9000.0,4162.8476,255.0,363554,1,0
210.0,55.0,208.998,235.0,10.0,9000.0,4162.65625,255.0,44887,24,0
200.0,50.0,196.458,235.0,37.2,9000.0,4162.53275,255.0,568094,1,0
200.0,50.0,183.999,235.0,75.0,9000.0,4162.69535,255.0,341348,1,0
200.0,50.0,182.8,235.0,130.0,9000.0,4162.56467,255.0,267038,1,0
200.0,50.0,182.8,235.0,130.0,9000.0,4162.56453,255.0,267068,1,0
200.0,50.0,201.363,235.0,69.4,9000.0,4164.13191,255.0,790631,1,0
200.0,60.0,150.537,220.0,47.2,9000.0,4158.05165,255.0,137721,0,0
200.0,60.0,150.57,220.0,47.2,9000.0,4157.7792,255.0,125682,0,0
200.0,50.0,179.963,235.0,19.6,9000.0,4157.72344,255.0,89639,1,0
200.0,50.0,216.387,235.0,10.0,9000.0,4154.34471,255.0,202501,1,0
200.0,50.0,216.887,235.0,10.0,9000.0,4157.52102,255.0,177451,1,0
200.0,50.0,134.749,235.0,65.0,9000.0,4154.42686,255.0,100687,1,0
200.0,50.0,207.971,235.0,40.0,9000.0,4162.61317,255.0,227567,1,0
200.0,50.0,171.289,235.0,40.0,9000.0,4157.83422,255.0,133307,1,0
200.0,60.0,214.998,220.0,40.4,9000.0,4160.13418,255.0,456427,0,0
200.0,60.0,212.21,220.0,40.4,9000.0,4161.20738,255.0,433128,0,0
200.0,50.0,186.5,235.0,50.0,9000.0,4164.39851,255.0,146922,1,0
200.0,50.0,186.0,235.0,50.0,9000.0,4160.69279,255.0,187832,1,0
200.0,50.0,158.75,235.0,15.0,9000.0,4158.12368,255.0,99450,1,0
230.0,70.0,194.549,235.0,12.8,9000.0,4154.29514,255.0,80999,1,0
230.0,70.0,213.042,235.0,12.8,9000.0,4157.73558,255.0,109866,1,0
230.0,70.0,201.541,235.0,12.8,9000.0,4157.75637,255.0,132071,1,0
230.0,70.0,171.419,235.0,12.8,9000.0,2200.8846,255.0,30020,1,0
230.0,70.0,157.74,235.0,33.8,9000.0,4157.68969,255.0,228730,1,0
230.0,70.0,206.636,235.0,12.8,9000.0,4154.18422,255.0,94793,1,0
200.0,50.0,188.719,235.0,22.6,9000.0,4162.39644,255.0,568433,1,0
210.0,60.0,229.438,235.0,169.4,9000.0,4167.67416,255.0,131190,202,0
210.0,60.0,184.3,235.0,197.8,9000.0,4165.76128,255.0,250947,1,0
210.0,60.0,207.5,235.0,197.0,9000.0,4169.84212,255.0,207666,1,0
210.0,60.0,226.17,235.0,95.9,9000.0,4166.56965,255.0,253720,396,0
210.0,55.0,144.182,235.0,10.0,9000.0,1884.36934,255.0,53485,1,0
200.0,50.0,163.392,235.0,45.8,9000.0,4158.39539,255.0,40590,1,0
210.0,60.0,148.268,235.0,39.49,9000.0,4157.64532,255.0,276045,1,0
210.0,55.0,164.613,235.0,77.8,9000.0,4162.53324,255.0,1102135,1,0
205.0,60.0,144.186,235.0,10.0,9000.0,1881.62081,255.0,49732,1,0
200.0,50.0,170.694,235.0,26.0,9000.0,4159.0481,255.0,894353,1,0
200.0,50.0,141.5,235.0,53.0,9000.0,4157.52435,255.0,159311,1,0
200.0,50.0,206.411,235.0,16.6,9000.0,4153.24228,255.0,300522,1,0
215.0,60.0,191.516,235.0,31.4,9000.0,4164.236,255.0,1189198,1,0
215.0,60.0,169.467,235.0,21.0,9000.0,4151.1054,255.0,493768,1,0
200.0,50.0,158.963,235.0,54.0,9000.0,4157.82709,255.0,214396,1,0
200.0,50.0,180.044,235.0,40.04,9000.0,4157.52005,255.0,115890,1,0
200.0,50.0,150.059,235.0,45.0,9000.0,3693.21554,255.0,154097,1,0
200.0,100.0,154.43,235.0,35.43,6000.0,4157.52533,255.0,220929,1,0
200.0,50.0,151.606,235.0,34.2,9000.0,2797.97039,255.0,57828,1,0
210.0,60.0,203.1,235.0,24.92,12000.0,4162.18639,255.0,72389,1,0
210.0,60.0,150.713,235.0,10.0,12000.0,2171.87929,255.0,24263,1,0
215.0,60.0,152.22,166.36,2.8,7200.0,50.98619,255.0,4211,0,0
215.0,50.0,220.462,235.0,10.0,7500.0,443.05519,85.0,958,15,0
210.0,60.0,164.774,220.0,178.4,9000.0,4160.7245,255.0,947516,0,0
210.0,60.0,225.832,235.0,40.4,9000.0,4159.7346,255.0,246377,91,0
200.0,50.0,227.797,235.0,10.0,9000.0,4159.77857,255.0,90399,8264,0
210.0,60.0,184.864,235.0,228.6,9000.0,4165.61457,255.0,866269,1,0
210.0,60.0,184.864,235.0,228.6,9000.0,4165.61457,255.0,866269,1,0
210.0,60.0,190.199,235.0,50.8,9000.0,4163.75386,255.0,296255,1,0
210.0,55.0,193.5,235.0,10.0,9000.0,4158.42438,255.0,48099,1,0
210.0,60.0,144.186,235.0,10.0,9000.0,1881.60916,255.0,49739,1,0
200.0,50.0,227.2,235.0,101.44,9000.0,4169.5719,255.0,65511,287,0
210.0,60.0,181.632,235.0,50.96,6000.0,4157.72767,255.0,499928,1,0
210.0,60.0,211.182,220.0,10.0,9000.0,4157.52269,255.0,390512,0,0
200.0,50.0,205.189,235.0,60.8,9000.0,4162.56346,255.0,803199,14,0
210.0,55.0,204.924,235.0,60.8,9000.0,4162.5382,255.0,1102430,11,0
200.0,50.0,205.382,235.0,60.8,9000.0,4162.53488,255.0,1043211,12,0
205.0,50.0,132.947,235.0,59.0,9000.0,4156.13397,255.0,72135,1,0
210.0,55.0,218.714,235.0,59.8,9000.0,4162.53551,255.0,781548,1,0
205.0,55.0,137.165,235.0,10.0,9000.0,661.6473,255.0,4439,1,0
200.0,50.0,147.5,235.0,10.0,9000.0,651.39757,255.0,5227,1,0
205.0,50.0,202.265,235.0,110.0,9750.0,4162.52266,255.0,819740,1,0
228.0,50.0,158.545,235.0,59.88,9000.0,4157.54227,255.0,675515,1,0
215.0,60.0,137.285,235.0,39.4,9750.0,2113.93141,255.0,130843,1,0
215.0,60.0,145.078,235.0,40.0,9000.0,2148.53441,255.0,141858,1,0
210.0,60.0,159.314,235.0,10.0,9750.0,2046.91429,255.0,19590,1,0
200.0,50.0,157.44,235.0,10.0,9750.0,3957.6823,255.0,15883,1,0
210.0,60.0,232.571,235.0,14.56,9000.0,4164.21552,255.0,186084,1879,0
210.0,60.0,157.809,235.0,39.2,9000.0,4158.74593,255.0,132494,1,0
200.0,50.0,147.575,235.0,51.6,9000.0,4162.54672,255.0,50981,1,0
200.0,60.0,189.794,220.0,73.0,9000.0,4160.78229,255.0,640976,0,0
210.0,60.0,167.813,220.0,10.0,9000.0,2183.89268,255.0,54597,0,0
205.0,60.0,174.159,235.0,60.0,9000.0,4158.33975,255.0,92870,1,0
210.0,50.0,148.476,235.0,88.92,9000.0,4157.83846,255.0,268563,1,0
215.0,60.0,223.253,235.0,10.0,9000.0,4157.80036,255.0,111922,43,0
215.0,60.0,186.602,235.0,12.6,9000.0,4158.47553,255.0,102335,1,0
210.0,55.0,170.738,220.0,19.2,9000.0,4161.58829,255.0,67689,0,0
200.0,60.0,217.757,220.0,148.4,9000.0,4163.03561,255.0,530253,0,0
210.0,60.0,216.444,235.0,22.8,9000.0,4162.52365,255.0,242535,1,0
200.0,60.0,218.327,235.0,195.3,9000.0,4161.7162,255.0,1427650,1,0
200.0,60.0,152.239,220.0,23.4,9000.0,4157.99647,255.0,59277,0,0
200.0,50.0,180.7,235.0,45.2,9000.0,4159.04038,255.0,47284,1,0
200.0,60.0,178.0,235.0,45.2,9000.0,4160.53251,255.0,30229,1,0
200.0,60.0,191.535,235.0,21.8,9000.0,4159.8016,255.0,252470,1,0
200.0,60.0,211.79,235.0,46.16,7200.0,4161.85909,255.0,740662,1,0
200.0,60.0,159.615,235.0,23.96,9750.0,4156.22561,255.0,62341,1,0
200.0,60.0,159.915,235.0,23.96,9000.0,4154.54894,255.0,44024,1,0
200.0,60.0,191.601,220.0,23.8,9000.0,4159.01892,255.0,140111,0,0
200.0,60.0,159.739,235.0,23.8,9000.0,4154.40671,255.0,50490,1,0
200.0,60.0,158.45,235.0,10.0,9000.0,1583.61153,255.0,5697,1,0
200.0,60.0,213.4,235.0,10.0,9000.0,4157.90035,255.0,35644,1,0
200.0,60.0,137.398,235.0,10.0,9000.0,376.9878,255.0,15699,1,0
200.0,60.0,163.212,235.0,29.96,9000.0,4160.03475,255.0,475638,1,0
200.0,60.0,162.6,235.0,90.8,9000.0,4163.24632,255.0,105056,1,0
200.0,60.0,195.8,235.0,10.0,9000.0,4158.35321,255.0,47832,89,0
200.0,60.0,223.025,235.0,10.0,9000.0,4159.50605,255.0,27586,75,0
200.0,60.0,152.239,220.0,23.4,9000.0,4158.0268,255.0,59257,0,0
200.0,60.0,152.251,220.0,23.6,9000.0,4158.30672,255.0,58024,0,0
200.0,60.0,152.201,220.0,23.6,9000.0,4157.68339,255.0,45789,0,0
200.0,60.0,152.539,220.0,23.3,9000.0,4157.08793,255.0,28181,0,0
200.0,60.0,152.551,220.0,23.6,9000.0,4157.54008,255.0,41528,0,0
210.0,60.0,207.237,235.0,92.6,9000.0,4165.03565,255.0,1237157,1,0
210.0,60.0,223.617,235.0,92.72,9000.0,4167.57733,255.0,1257467,35,0
210.0,60.0,230.723,235.0,92.6,9000.0,4165.91042,255.0,1870699,178,0
210.0,60.0,174.3,235.0,146.0,9000.0,4164.12456,255.0,191444,1,0
200.0,60.0,148.5,235.0,10.0,9000.0,1913.2109,255.0,53796,1,0
200.0,50.0,200.897,235.0,50.0,9000.0,4162.57838,255.0,574107,1,0
206.9,60.0,203.782,235.0,18.9,9000.0,4162.57516,255.0,441862,1,0
206.9,60.0,152.754,235.0,18.9,9000.0,4157.63442,255.0,150307,1,0
206.9,60.0,152.754,235.0,18.9,9000.0,4157.61034,255.0,150283,1,0
210.0,50.0,184.194,235.0,79.24,9000.0,4162.5235,255.0,290428,1,0
200.0,60.0,183.98,220.0,12.2,9000.0,4157.65676,255.0,89907,0,0
210.0,60.0,143.383,235.0,18.49,9000.0,1666.04919,255.0,23055,1,0
210.0,60.0,156.1,235.0,39.49,9000.0,4157.54365,255.0,277477,1,0
200.0,60.0,169.672,220.0,35.0,9000.0,4160.41642,255.0,18961,0,0
200.0,60.0,149.142,220.0,47.4,9000.0,4158.20907,255.0,147191,0,0
210.0,60.0,198.3,235.0,10.0,6000.0,85.95077,0.0,229,1,0
200.0,50.0,207.832,235.0,12.4,9000.0,4158.47637,255.0,130422,1,0
200.0,50.0,213.036,235.0,12.8,9000.0,4157.85239,255.0,68325,1,0
200.0,60.0,141.442,235.0,49.6,9000.0,2980.74038,255.0,189658,1,0
200.0,60.0,107.752,200.0,44.0,7200.0,4157.51881,255.0,81782,0,0
200.0,60.0,144.183,235.0,10.0,9000.0,2098.51598,255.0,92476,1,0
200.0,50.0,232.231,235.0,58.52,9000.0,4162.92415,255.0,252525,550,0
210.0,60.0,166.713,235.0,63.8,9000.0,4159.88251,255.0,71723,1,0
210.0,60.0,126.994,220.0,10.0,9000.0,1406.55588,255.0,39643,0,0
210.0,60.0,151.124,220.0,11.8,9000.0,4157.529,255.0,146559,0,0
210.0,60.0,144.682,235.0,10.0,9000.0,2192.6998,255.0,55453,1,0
210.0,60.0,144.182,235.0,10.0,9000.0,1953.36454,255.0,70779,1,0
210.0,60.0,190.418,235.0,78.3,9000.0,4162.58454,255.0,448263,1,0
210.0,60.0,197.215,235.0,12.18,9000.0,4158.51678,255.0,145097,1,0
210.0,60.0,222.069,235.0,38.16,9000.0,4159.13483,255.0,961315,71,0
210.0,60.0,136.857,235.0,20.6,9000.0,497.01911,255.0,13922,1,0
210.0,60.0,218.697,220.0,28.84,9000.0,4165.88667,255.0,58490,0,0
210.0,50.0,224.498,235.0,13.88,9000.0,4164.38117,255.0,513547,235,0
210.0,50.0,144.987,235.0,10.0,9000.0,238.04622,255.0,6135,1,0
210.0,50.0,144.987,235.0,10.0,9000.0,239.80883,255.0,6135,1,0
200.0,50.0,145.98,235.0,10.0,9000.0,695.45866,255.0,29932,1,0
200.0,50.0,138.66,235.0,10.0,9000.0,575.42057,255.0,15619,1,0
200.0,50.0,224.498,235.0,13.88,9000.0,4163.90374,255.0,468757,238,0
215.0,60.0,163.044,130.102,60.2,4679.0,178.5225,255.0,422960,0,0
215.0,60.0,216.826,141.048,59.0,7200.0,260.85574,255.0,417784,0,0
210.0,60.0,210.975,235.0,10.0,9000.0,4162.55243,255.0,155830,1,0
200.0,50.0,144.375,235.0,10.0,9000.0,2428.90231,255.0,20178,1,0
200.0,60.0,147.49,220.0,50.6,9000.0,4162.18741,255.0,318860,0,0
215.0,60.0,149.337,220.0,50.6,9000.0,4161.66633,255.0,223554,0,0
200.0,50.0,144.182,235.0,10.0,9000.0,1879.14517,255.0,49820,1,0
200.0,60.0,155.379,235.0,46.96,9000.0,4159.59599,255.0,835545,1,0
210.0,60.0,160.54,235.0,10.0,9000.0,3126.33123,255.0,40241,1,0
210.0,60.0,162.022,235.0,10.0,9000.0,3016.37792,255.0,29889,1,0
210.0,60.0,155.825,235.0,10.0,9000.0,2006.10286,255.0,26127,1,0
210.0,60.0,154.085,235.0,10.0,9000.0,2479.24957,255.0,26986,1,0
210.0,60.0,161.328,235.0,10.0,9000.0,3148.75489,255.0,41434,1,0
210.0,60.0,161.072,235.0,60.2,9000.0,4164.41401,255.0,143743,1,0
210.0,50.0,206.222,235.0,43.8,9750.0,4157.67032,255.0,256278,1,0
210.0,60.0,213.845,235.0,37.4,9000.0,4158.04704,255.0,75622,1,0
210.0,60.0,139.809,235.0,10.0,9000.0,862.5826,255.0,23128,1,0
210.0,60.0,129.3,235.0,11.0,9000.0,805.57505,255.0,17208,1,0
210.0,60.0,163.724,235.0,59.2,9000.0,4162.89429,255.0,214830,1,0
210.0,60.0,156.89,149.536,10.4,7200.0,59.91862,255.0,148003,0,0
215.0,55.0,224.271,235.0,55.74,9000.0,4162.79958,255.0,476116,91,0
200.0,60.0,192.13,220.0,10.0,9000.0,4155.05626,255.0,200145,0,0
210.0,60.0,176.752,220.0,10.0,9000.0,2191.50956,255.0,61158,0,0
210.0,60.0,211.527,220.0,12.2,9000.0,4157.72175,255.0,444660,0,0
210.0,60.0,206.188,220.0,10.0,9000.0,4156.88075,255.0,249189,0,0
210.0,62.0,153.136,235.0,10.0,9000.0,1655.65013,255.0,120006,1,0
210.0,50.0,167.562,235.0,63.6,9000.0,4155.32365,255.0,19354,1,0
200.0,50.0,232.297,235.0,109.44,9000.0,4162.52776,255.0,264660,117157,0
210.0,60.0,231.618,235.0,90.0,9000.0,4162.68307,255.0,181776,8794,0
200.0,50.0,134.404,235.0,10.0,9000.0,53.02209,255.0,1060,1,0
200.0,60.0,143.67,220.0,10.0,9000.0,1647.72019,255.0,13319,0,0
210.0,60.0,146.3,235.0,123.2,9000.0,4162.53975,255.0,397995,1,0
210.0,60.0,146.3,235.0,123.2,9000.0,4157.69735,255.0,396364,1,0
215.0,60.0,153.665,235.0,15.6,9000.0,4157.74695,255.0,75457,1,0
205.0,60.0,208.43,235.0,10.0,9750.0,3658.29257,255.0,68264,1,0
200.0,50.0,147.963,235.0,36.2,9000.0,4153.70943,255.0,75078,1,0
200.0,50.0,142.141,235.0,35.8,9000.0,1793.6562,255.0,45029,1,0
210.0,60.0,175.534,235.0,10.0,9000.0,3010.80785,255.0,43954,1,0
210.0,60.0,154.711,124.464,6.6,7200.0,37.93604,255.0,12617,0,0
200.0,60.0,131.952,220.0,10.0,9000.0,779.06652,255.0,32686,0,0
215.0,50.0,148.456,235.0,10.0,9000.0,770.32916,255.0,27530,1,0
210.0,60.0,199.0,220.0,59.2,9000.0,4161.89684,255.0,168214,0,0
210.0,60.0,153.479,235.0,59.8,9000.0,2380.1318,255.0,31954,1,0
210.0,60.0,208.736,220.0,207.88,9000.0,4158.37835,255.0,2161339,0,0
210.0,50.0,169.508,235.0,28.0,9750.0,4158.41411,255.0,54449,1,0
210.0,50.0,168.999,235.0,100.0,9750.0,4162.58381,255.0,241621,1,0
210.0,50.0,168.026,235.0,24.0,9750.0,4159.54717,255.0,69607,1,0
210.0,60.0,209.363,235.0,78.8,9000.0,4163.16004,255.0,404435,1,0
210.0,55.0,214.661,235.0,78.8,9000.0,4159.12239,255.0,409450,24,0
215.0,60.0,209.668,235.0,31.0,9000.0,4163.13383,255.0,35836,1,0
210.0,55.0,155.17,235.0,33.0,9000.0,3776.99143,255.0,16671,1,0
210.0,60.0,219.092,235.0,25.4,9000.0,4157.88011,255.0,145435,1,0
210.0,60.0,141.788,235.0,46.28,6000.0,4157.89202,255.0,108011,1,0
210.0,57.0,169.8,235.0,26.9,9000.0,4158.81159,255.0,25504,1,0
210.0,57.0,192.8,235.0,26.9,9000.0,4159.54746,255.0,33638,1,0
200.0,50.0,130.641,235.0,10.0,9000.0,145.95507,255.0,3240,1,0
200.0,50.0,158.047,235.0,10.0,9000.0,1322.98914,255.0,114292,1,0
205.0,50.0,154.209,235.0,10.0,9000.0,1321.11687,255.0,27209,1,0
210.0,60.0,130.683,220.0,10.0,9000.0,381.26704,255.0,20154,0,0
210.0,60.0,193.246,235.0,59.4,9000.0,4157.53431,255.0,743096,1,0
0.0,0.0,176.029,179.997,47.52,9000.0,10007.07143,255.0,110230,0,0
210.0,60.0,158.111,220.0,34.6,9000.0,3285.58265,255.0,110236,0,0
210.0,60.0,158.111,220.0,34.6,9000.0,3934.71283,255.0,127433,0,0
205.0,60.0,129.705,235.0,18.0,9000.0,343.4981,255.0,24499,1,0
210.0,100.0,138.207,235.0,30.4,9000.0,1480.2689,255.0,26744,1,0
200.0,50.0,134.42,235.0,10.0,9000.0,309.79794,255.0,2206,1,0
200.0,50.0,134.42,235.0,10.0,9000.0,309.3865,255.0,2206,1,0
210.0,60.0,144.186,235.0,10.0,9000.0,2096.72711,255.0,55110,1,0
210.0,55.0,137.75,235.0,10.0,9000.0,1074.93698,255.0,4380,1,0
200.0,50.0,182.105,235.0,16.6,9000.0,4158.94041,255.0,37225,1,0
200.0,50.0,196.186,235.0,66.2,9000.0,4163.63658,255.0,161398,1,0
200.0,60.0,147.325,235.0,10.0,9000.0,1037.45091,255.0,3795,1,0
200.0,50.0,145.742,235.0,13.6,9000.0,2074.23955,255.0,16348,1,0
200.0,50.0,167.202,235.0,48.2,9000.0,4157.19917,255.0,68483,1,0
200.0,50.0,136.154,235.0,10.0,9000.0,170.33332,255.0,1575,1,0
210.0,55.0,167.274,235.0,40.0,9000.0,4157.84798,255.0,84472,1,0
210.0,55.0,167.274,235.0,40.0,9000.0,4157.84798,255.0,84472,1,0
200.0,50.0,136.154,235.0,10.0,9000.0,170.33332,255.0,1575,1,0
200.0,50.0,196.186,235.0,13.8,9000.0,3174.02342,255.0,12657,1,0
210.0,55.0,141.083,235.0,37.0,9000.0,1256.21082,255.0,15038,1,0
210.0,55.0,141.083,235.0,37.0,9000.0,2663.07312,255.0,31920,1,0
210.0,60.0,128.509,235.0,11.76,9000.0,107.44747,255.0,7514,1,0
210.0,60.0,147.25,235.0,12.12,9000.0,3436.15477,255.0,6290,1,0
200.0,50.0,139.225,235.0,37.0,9000.0,2692.8013,255.0,39851,1,0
210.0,60.0,151.847,235.0,68.2,9000.0,4158.35826,255.0,112614,1,0
210.0,60.0,156.5,220.0,28.2,9000.0,4157.55187,255.0,187325,0,0
210.0,60.0,208.445,220.0,27.64,9000.0,4164.28671,255.0,60172,0,0
245.0,50.0,245.972,188.783,27.0,7200.0,1086.48104,255.0,815292,95592,0
210.0,60.0,192.13,220.0,10.0,9000.0,4155.09506,255.0,143184,0,0
210.0,60.0,177.305,235.0,17.03,9000.0,4157.75434,255.0,291830,1,0
200.0,50.0,230.624,235.0,17.8,9000.0,4161.24847,255.0,75448,131,0
210.0,55.0,213.868,235.0,25.48,9000.0,4161.97644,255.0,377795,1,0
210.0,60.0,184.272,235.0,10.0,6000.0,2152.36309,255.0,69100,1,0
210.0,60.0,140.261,235.0,10.0,9000.0,950.32513,255.0,31880,1,0
210.0,60.0,136.861,235.0,21.4,9000.0,599.14325,255.0,16367,1,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1
200.0,60.0,270.0,269.98,299.98,10000.0,825.864,255.0,29031,1932,1
210.0,214.0,269.97,270.0,299.99,10000.0,4165.88667,255.0,58490,2992,1
200.0,50.0,269.98,270.0,300.0,9999.0,1729.30746,255.0,45921,3516,1
210.0,172.0,269.99,269.99,300.0,10000.0,4158.37526,255.0,267042,18918,1
341.0,60.0,270.0,269.98,300.0,9999.0,4141.84746,255.0,38276,2625,1
210.0,60.0,270.0,269.99,300.0,10000.0,4157.27412,255.0,211320,13605,1
200.0,50.0,269.98,270.0,299.98,9999.0,1245.39265,255.0,20264,1399,1
200.0,50.0,269.96,269.99,300.0,9998.0,909.20722,255.0,9506,544,1
210.0,164.0,269.95,269.91,299.99,9997.0,783.5961,255.0,10599,619,1
200.0,60.0,269.98,269.99,299.99,10000.0,2344.52435,255.0,82434,7457,1
210.0,55.0,270.0,270.0,300.0,10000.0,4162.91425,255.0,509107,21936,1
215.0,50.0,269.99,270.0,300.0,10000.0,4163.12329,255.0,193465,16697,1
